checked_at,orid,title,area,subarea,n_claims,max_points,data_access_signal,gpu_required_signal,author_url_count,github_repo_count,github_repos,hf_url_count,repo_live_ok,weights_signal,open_dataset_signal,simulation_or_theory_data_signal,private_restricted_data_signal,requirements_signal,leaderboard_logbooks,leaderboard_judged_logbooks,leaderboard_positive_logbooks,leaderboard_best_points,leaderboard_verified_claim_events,leaderboard_falsified_claim_events,leaderboard_toy_claim_events,leaderboard_top_users,openreview,arxiv
2026-07-29T01:40:39+00:00,UwPbsFk2Dh,HEXST: Hexagonal Shifted-Window Transformer for Spatial Transcriptomics Gene Expression Prediction,Applications,Health Medicine,5,10,open_or_public_signal,True,0,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=UwPbsFk2Dh,2605.04682
2026-07-29T01:40:39+00:00,tb2aPbeg86,HVR-Met: A Hypothesis-Verification-Replanning Agentic System for Extreme Weather Diagnosis,Applications,Chemistry Physics And Earth Sciences,6,12,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=tb2aPbeg86,2603.01121
2026-07-29T01:40:39+00:00,iCjSoADDPs,Harnessing Spectrum Video for Subject-Level Few-Shot and Cross-Montage EEG Generalization,Applications,Neuroscience Cognitive Science,0,4,open_or_public_signal,True,1,1,yanweifu-sii/BSR-VideoMAE,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=iCjSoADDPs,
2026-07-29T01:40:39+00:00,ptbzlHzmEv,HiST: A Hierarchical Sparse Transformer for Cross-Modal Spatial Transcriptomics Modeling,Applications,Health Medicine,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=ptbzlHzmEv,2606.14251
2026-07-29T01:40:39+00:00,Pt4aUwYJCu,High-Dimensional Sensitivity Analysis for Genomic Studies: An Adversarial Framework for Learning Worst-Case Latent Confounders,Applications,Health Medicine,0,6,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Pt4aUwYJCu,
2026-07-29T01:40:39+00:00,35eaElDnaD,High-Fidelity ANN-to-SNN Conversion via Closed-Loop CKA Distillation,Applications,Neuroscience Cognitive Science,0,4,unknown,False,0,0,,0,False,False,False,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=35eaElDnaD,
2026-07-29T01:40:39+00:00,otBTuq5AKB,How (Not) to Hybridize Neural and Mechanistic Models for Epidemiological Forecasting,Applications,Health Medicine,5,10,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,1,4,1,0,2,bsenst,https://openreview.net/forum?id=otBTuq5AKB,2602.06323
2026-07-29T01:40:39+00:00,YzlscRoNUj,How Should Transformers Encode Numeric Values in Electronic Health Records?,Applications,Health Medicine,0,6,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,0,0,0,0,0,,https://openreview.net/forum?id=YzlscRoNUj,
2026-07-29T01:40:39+00:00,4S92fyThbQ,How do Humans Process AI-generated Hallucination Contents: a Neuroimaging Study,Applications,Neuroscience Cognitive Science,0,0,open_or_public_signal,True,1,1,Promise-Z5Q2SQ/EEG-Hallucination,0,False,False,True,False,False,False,1,0,0,0,0,0,0,,https://openreview.net/forum?id=4S92fyThbQ,2605.16953
2026-07-29T01:40:39+00:00,WXNjDNDnpy,Hyperbolic neural population geometry benefits computation,Applications,Neuroscience Cognitive Science,5,10,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=WXNjDNDnpy,2606.10238
2026-07-29T01:40:39+00:00,7cZztVrgR0,IVQA-LD: Inclusive Multimodal Understanding for Population with Limb Deficiency,Applications,Computer Vision,0,0,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=7cZztVrgR0,
2026-07-29T01:40:39+00:00,AuiUlu3OmT,Identifying Connectivity Distributions from Neural Dynamics Using Flows,Applications,Neuroscience Cognitive Science,5,10,open_or_public_signal,False,0,0,,0,False,True,True,False,False,False,1,1,1,8,4,0,0,GwendalTsang,https://openreview.net/forum?id=AuiUlu3OmT,2603.26506
2026-07-29T01:40:39+00:00,iPTCYxloni,Image-to-Brain Signal Generation for Visual Prosthesis with CLIP Guided Multimodal Diffusion Models,Applications,Neuroscience Cognitive Science,5,10,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=iPTCYxloni,2509.00787
2026-07-29T01:40:39+00:00,kbhIfLokFn,Inference-time optimization for experiment-grounded protein ensemble generation,Applications,Chemistry Physics And Earth Sciences,5,10,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=kbhIfLokFn,2602.24007
2026-07-29T01:40:39+00:00,z2vVeIscEd,InfiMed-ORBIT: Aligning LLMs on Open-Ended Complex Tasks via Rubric-Based Incremental Training,Applications,Health Medicine,6,12,open_or_public_signal,True,1,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=z2vVeIscEd,2510.15859
2026-07-29T01:40:39+00:00,ujiUua1gGV,Influence-Guided Symbolic Regression: Scientific Discovery via LLM-Driven Equation Search with Granular Feedback,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=ujiUua1gGV,2605.29184
2026-07-29T01:40:39+00:00,LMrsqvShfy,InfoGlobe: Local-and-Global Information-Preserving Statistical Manifold Learning for Single-Cell Transcriptomics,Applications,Health Medicine,0,6,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=LMrsqvShfy,
2026-07-29T01:40:39+00:00,gaq60U4jvU,Interpretability Driven Evolutionary Approach for the Design of Biological Sequences,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=gaq60U4jvU,
2026-07-29T01:40:39+00:00,nG9bsQq2N6,Interpretable Neural ODEs for Gene Regulatory Network Discovery under Perturbations,Applications,Chemistry Physics And Earth Sciences,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=nG9bsQq2N6,2501.02409
2026-07-29T01:40:39+00:00,boBP35BB2U,Interpreting Genomic Language Models using Sparse Autoencoders,Applications,Health Medicine,0,4,open_or_public_signal,False,0,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=boBP35BB2U,
2026-07-29T01:40:39+00:00,SoilRyCv1i,JADE: Expert-Grounded Dynamic Evaluation for Open-Ended Professional Tasks,Applications,,6,12,open_or_public_signal,True,1,1,smiling-world/JADE,0,False,False,True,False,False,False,1,1,1,5,2,0,1,El1iasss,https://openreview.net/forum?id=SoilRyCv1i,2602.06486
2026-07-29T01:40:39+00:00,2ftHZlIUKE,LALM-as-a-Judge: Benchmarking Large Audio-Language Models for Safety Evaluation in Multi-Turn Spoken Dialogues,Applications,Language Speech And Dialog,4,8,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=2ftHZlIUKE,2602.04796
2026-07-29T01:40:39+00:00,v4hQnJn6aN,LDARNet: DNA Adaptive Representation Network with Learnable Tokenization for Genomic Modeling,Applications,Chemistry Physics And Earth Sciences,6,12,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=v4hQnJn6aN,2606.04552
2026-07-29T01:40:39+00:00,B5DAV1EA8Z,LERD: Latent Event-Relational Dynamics for Neurodegenerative Classification,Applications,Neuroscience Cognitive Science,6,12,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,1,1,1,3,1,0,1,kondratevakate,https://openreview.net/forum?id=B5DAV1EA8Z,2602.18195
2026-07-29T01:40:39+00:00,xwQytK4Yio,LIF Recurrent Memory Enables Long-Horizon Spiking Computation,Applications,Neuroscience Cognitive Science,0,4,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=xwQytK4Yio,
2026-07-29T01:40:39+00:00,AftqpgG6Ja,LLM-Guided Diagnostic Evidence Alignment for Medical Vision–Language Pretraining under Limited Pairing,Applications,Health Medicine,5,10,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=AftqpgG6Ja,2602.07540
2026-07-29T01:40:39+00:00,cNplXlpf7r,Large-Scale Molecular Dynamics Simulations: Direct Interatomic Modeling with Dilated Message Passing,Applications,Chemistry Physics And Earth Sciences,0,0,open_or_public_signal,True,1,1,WanyuGroup/ICML2026-DKMP,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=cNplXlpf7r,
2026-07-29T01:40:39+00:00,8GH752ZJ5j,Large-Scale Notification Dispatch with Bundle Treatments and Multi-Outcome Uplift Optimization,Applications,,0,0,unknown,True,0,0,,0,False,False,False,False,False,False,1,1,1,1,0,0,1,Firemedic15,https://openreview.net/forum?id=8GH752ZJ5j,
2026-07-29T01:40:39+00:00,aJVkQAd7tv,Learning Adaptive Perturbation-Conditioned Contexts for Robust Transcriptional Response Prediction,Applications,Health Medicine,5,10,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=aJVkQAd7tv,2602.18885
2026-07-29T01:40:39+00:00,68GUslfGLY,Learning Adaptive Topology with FiLM-Guided Distillation for Tertiary Structure-Based RNA Design,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=68GUslfGLY,
2026-07-29T01:40:39+00:00,4hoiRJsmpp,Learning Biophysical Models of Large-Scale Multineuronal Data To Enable Precise Neurostimulation,Applications,Neuroscience Cognitive Science,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=4hoiRJsmpp,
2026-07-29T01:40:39+00:00,hS6iw4PM8K,Learning Cardiac Latent Representations in Vectorcardiogram Space,Applications,Time Series,6,12,open_or_public_signal,True,1,1,BosonHwang/LVCG,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=hS6iw4PM8K,2605.31249
2026-07-29T01:40:39+00:00,lrRBHFIgaK,Learning Fingerprints for Medical Time Series with Redundancy-Constrained Information Maximization,Applications,Time Series,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=lrRBHFIgaK,2605.00130
2026-07-29T01:40:39+00:00,j5vTJrpoeL,Learning Multi-Scale Hypergraph for High-Order Brain Connectivity Analysis,Applications,Neuroscience Cognitive Science,6,12,simulation_or_synthetic,True,0,0,,0,False,True,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=j5vTJrpoeL,2606.03310
2026-07-29T01:40:39+00:00,OM0C7jyV0p,Learning Protein Structure-Function Relationships through Knowledge-guided Representation Decomposition,Applications,Health Medicine,4,8,open_or_public_signal,True,1,1,AI-HPC-Research-Team/ProtDiS,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=OM0C7jyV0p,2605.23960
2026-07-29T01:40:39+00:00,9kWVQtpvJi,Learning Treatment Allocations with Risk Control Under Partial Identifiability,Applications,Health Medicine,5,10,open_or_public_signal,False,0,0,,0,False,True,True,False,False,False,2,2,2,5,3,0,3,kshitijthakkar;kondratevakate,https://openreview.net/forum?id=9kWVQtpvJi,2505.08378
2026-07-29T01:40:39+00:00,p7PPMKTPJp,Learning the Interaction Prior for Protein-Protein Interaction Prediction: A Model-Agnostic Approach,Applications,Chemistry Physics And Earth Sciences,5,10,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=p7PPMKTPJp,2605.09964
2026-07-29T01:40:39+00:00,4iupzej9nT,"Less Token, More Signal: MoE Expert Pruning via Critical Token Selection",Applications,,0,0,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,2,2,2,2,0,0,4,binzhango;binzhango,https://openreview.net/forum?id=4iupzej9nT,
2026-07-29T01:40:39+00:00,TP8OuKKmsf,Let EEG Models Learn EEG,Applications,Neuroscience Cognitive Science,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=TP8OuKKmsf,2605.21280
2026-07-29T01:40:39+00:00,wqS6MURCFQ,Leveraging Lineage Barcodes as Natural Augmentations for Contrastive Learning of Cell Fate in scRNA-seq Data,Applications,Health Medicine,0,4,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=wqS6MURCFQ,
2026-07-29T01:40:39+00:00,WK1NvxRMsL,Linguistic Properties and Model Scale in Brain Encoding: From Small to Compressed Language Models,Applications,Neuroscience Cognitive Science,6,12,unknown,True,0,0,,0,False,False,False,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=WK1NvxRMsL,2602.07547
2026-07-29T01:40:39+00:00,1AyRuF9ULp,LipoPU: Pocket-level Prediction of Lipid-Protein Interactions via Positive-Unlabeled Learning,Applications,Chemistry Physics And Earth Sciences,0,0,unknown,False,0,0,,0,False,False,False,False,False,False,2,2,2,5,4,0,2,tammy357;tbrittoborges,https://openreview.net/forum?id=1AyRuF9ULp,
2026-07-29T01:40:39+00:00,EYAfw6czcC,Listening Through the Noise: Cauchy-Driven Diffusion Bridges for Robust Gastrointestinal Auscultation and Clinical Benchmarking,Applications,Health Medicine,0,6,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=EYAfw6czcC,
2026-07-29T01:40:39+00:00,pn5lQVm3DH,M-IDoL: Information Decomposition for Modality-Specific and Diverse Representation Learning in Medical Foundation Model,Applications,Computer Vision,5,10,simulation_or_synthetic,True,0,0,,0,False,True,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=pn5lQVm3DH,2604.08936
2026-07-29T01:40:39+00:00,VzZxoRiU3G,MEDA: Medical-Oriented Activation Editing for Hallucination Mitigation in Medical Large Vision-Language Model,Applications,Health Medicine,0,4,simulation_or_synthetic,False,0,0,,0,False,False,False,True,False,False,1,1,0,0,0,0,0,,https://openreview.net/forum?id=VzZxoRiU3G,
2026-07-29T01:40:39+00:00,cefix4VmhS,MEG-XL: Data-Efficient Brain-to-Text via Long-Context Pre-Training,Applications,Neuroscience Cognitive Science,6,12,open_or_public_signal,True,0,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=cefix4VmhS,2602.02494
2026-07-29T01:40:39+00:00,vL1xAHOUmd,MM-Snowball: Evaluating and Mitigating Hallucination Snowballing in Multimodal Multi-Turn Dialogue,Applications,Computer Vision,5,10,open_or_public_signal,True,1,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=vL1xAHOUmd,2606.00622
2026-07-29T01:40:39+00:00,uHxt1ZRPLJ,MOES-Pred: Molecular Structural Representation Learning by  Adaptive Energy-Sentinel Vibration for Generalized Property Prediction,Applications,Chemistry Physics And Earth Sciences,0,0,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=uHxt1ZRPLJ,
2026-07-29T01:40:39+00:00,Cdi2lBTm3M,MacroGuide: Topological Guidance for Macrocycle Generation,Applications,Chemistry Physics And Earth Sciences,6,12,open_or_public_signal,True,1,1,ala1705/MacroGuide,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Cdi2lBTm3M,2602.14977
2026-07-29T01:40:39+00:00,9GKURFWGeh,Marrying Generative Model of Healthcare Events with Digital Twin of Social Determinants of Health for Disease Reasoning,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,1,6,1,0,4,bsenst,https://openreview.net/forum?id=9GKURFWGeh,2605.09771
2026-07-29T01:40:39+00:00,iTkQLqa1Ha,Med-Scout: Curing MLLMs' Geometric Blindness in Medical Perception via Geometry-Aware RL Post-Training,Applications,Health Medicine,6,12,private_or_restricted_signal,True,1,1,HKUSTGZ-ML4Health-Lab/Med-Scout,0,True,False,False,False,True,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=iTkQLqa1Ha,2601.23220
2026-07-29T01:40:39+00:00,vaRFU0xKQa,Med-SegLens: Latent-Level Model Diffing for Interpretable Medical Image Segmentation,Applications,Health Medicine,6,12,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=vaRFU0xKQa,2602.10508
2026-07-29T01:40:39+00:00,v0DWbfP3b9,MedCRP-CL: Continual Medical Image Segmentation via Bayesian Nonparametric Semantic Modality Discovery,Applications,Health Medicine,5,10,open_or_public_signal,False,1,1,zygao930/MedCRP-CL,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=v0DWbfP3b9,2605.20297
2026-07-29T01:40:39+00:00,tQCMbay712,MedCoG: Maximizing LLM Inference Density in Medical Reasoning via Meta-Cognitive Regulation,Applications,Health Medicine,6,12,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,1,1,1,3,0,0,3,bsenst,https://openreview.net/forum?id=tQCMbay712,2602.07905
2026-07-29T01:40:39+00:00,OMdQJQwp26,MedMosaic: A Challenging Large Scale Benchmark of Diverse Medical Audio,Applications,Health Medicine,6,12,open_or_public_signal,True,1,0,,0,False,False,True,False,False,False,4,4,4,5,4,2,2,abhishekkataria16;ai-sherpa;Edd16;bsenst,https://openreview.net/forum?id=OMdQJQwp26,2605.00969
2026-07-29T01:40:39+00:00,XFHjS8kw6X,MedREK: Retrieval-Based Editing for Medical LLMs with Key-Aware Prompts,Applications,Health Medicine,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=XFHjS8kw6X,2510.13500
2026-07-29T01:40:39+00:00,a7mORMEWYX,MedSIGHT: Towards Grounded Visual Comprehension in Medical Large Vision-Language Models,Applications,Health Medicine,6,12,open_or_public_signal,True,1,1,Aofei-Chang/MedSIGHT,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=a7mORMEWYX,2606.06760
2026-07-29T01:40:39+00:00,OOyPj8hdiM,"MedScope: Incentivizing ""Think with Videos"" for Clinical Reasoning via Coarse-to-Fine Tool Calling",Applications,Health Medicine,5,10,open_or_public_signal,True,1,1,SII-WenjieLisjtu/MedScope,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=OOyPj8hdiM,2602.13332
2026-07-29T01:40:39+00:00,Kw1Z8gOTvk,"Mind the State: Towards Unified, Context-Aware EEG-to-fMRI Synthesis",Applications,Neuroscience Cognitive Science,0,6,open_or_public_signal,True,1,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Kw1Z8gOTvk,
2026-07-29T01:40:39+00:00,3gCdh3u2GK,Mind-Omni: A Unified Multi-Task Framework for Brain-Vision-Language Modeling via Discrete Diffusion,Applications,Neuroscience Cognitive Science,5,10,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=3gCdh3u2GK,2605.29591
2026-07-29T01:40:39+00:00,efbZ2Qe2D8,MindZero: Learning Online Mental Reasoning With Zero Annotations,Applications,Neuroscience Cognitive Science,5,10,simulation_or_synthetic,True,0,0,,0,False,False,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=efbZ2Qe2D8,2606.00240
2026-07-29T01:40:39+00:00,y1AV6cX8dX,Mining Useful General Data for Low-Resource Domain Adaptation,Applications,Everything Else,6,12,open_or_public_signal,True,0,0,,0,False,True,True,False,False,False,1,1,0,0,0,0,0,,https://openreview.net/forum?id=y1AV6cX8dX,2511.07380
2026-07-29T01:40:39+00:00,Fisw2kc7EY,Mitigating Gradient Pathology in PINNs through Aligned Constraint,Applications,Chemistry Physics And Earth Sciences,6,12,open_or_public_signal,False,1,1,YichenLuo-0/CAML,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Fisw2kc7EY,2605.25001
2026-07-29T01:40:39+00:00,TFCjR5gSuX,Mitigating Surgical Data Imbalance with Dual-Prediction Video Diffusion Model,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=TFCjR5gSuX,2510.07345
2026-07-29T01:40:39+00:00,SNRYGh6n69,MoLF: Mixture-of-Latent-Flow for Pan-Cancer Spatial Gene Expression Prediction from Histology,Applications,Health Medicine,5,10,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=SNRYGh6n69,2602.02282
2026-07-29T01:40:39+00:00,Hvqkdu4Luv,MoRGen: Mixture-of-Resolutions Generative Forecasting for Irregularly Sampled Medical Time-Series Data,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Hvqkdu4Luv,
2026-07-29T01:40:39+00:00,qgyEEb6wkh,Modeling Attributional Style at Scale: A Dataset and Analysis for Psychological Attribution Assessment and Reframing,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,1,1,1,2,1,0,0,bsenst,https://openreview.net/forum?id=qgyEEb6wkh,
2026-07-29T01:40:39+00:00,gkR8wS8OXs,Modeling Long-Tail Relations in the Operating Room via In-Context Multimodal Learning,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=gkR8wS8OXs,
2026-07-29T01:40:39+00:00,8RE5i7g4uB,Modeling Temporal scRNA-seq Data with Latent Gaussian Process and Optimal Transport,Applications,Health Medicine,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=8RE5i7g4uB,2605.20989
2026-07-29T01:40:39+00:00,2USw3I5GiJ,MolAlign3D: Enhancing Fixed-Dimensional E(3)-Equivariant Latent Space for High-Fidelity 3D Molecular Reconstruction and Editing,Applications,Health Medicine,0,6,simulation_or_synthetic,True,0,0,,0,False,True,False,True,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=2USw3I5GiJ,
2026-07-29T01:40:39+00:00,6l8bvRoJZN,MuCO: Generative Peptide Cyclization Empowered by Multi-stage Conformation Optimization,Applications,Chemistry Physics And Earth Sciences,6,12,open_or_public_signal,True,1,1,mianqiu00/MuCO,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=6l8bvRoJZN,2602.11189
2026-07-29T01:40:39+00:00,3LA6VvtC22,Multi-Integration of Labels Across Categories for Component Identification in Multi-trial Time Series,Applications,Neuroscience Cognitive Science,5,10,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=3LA6VvtC22,2602.04270
2026-07-29T01:40:39+00:00,OQ6jQHJPTT,Multimodal Scaling Laws for Task & Data-Optimized Models of Visual Cortex,Applications,Neuroscience Cognitive Science,0,6,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=OQ6jQHJPTT,
2026-07-29T01:40:39+00:00,ZcVSBTJj2m,MutAtlas: A PDB-Wide Energy-Guided Atlas of Protein Mutation Effects,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=ZcVSBTJj2m,
2026-07-29T01:40:39+00:00,zOWrIO6oKT,NAACA: Training-Free NeuroAuditory Attentive Cognitive Architecture with Oscillatory Working Memory for Salience-Driven Attention Gating,Applications,Neuroscience Cognitive Science,6,12,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=zOWrIO6oKT,2605.13651
2026-07-29T01:40:39+00:00,HQTsYta4XX,Near-Optimal Dynamic Matching via Coarsening with Application to Heart Transplantation,Applications,Health Medicine,5,10,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,1,9,4,0,1,nstp,https://openreview.net/forum?id=HQTsYta4XX,2602.04989
2026-07-29T01:40:39+00:00,XsrXLPxBJw,Needles in the Haystack: Addressing Signal Dilution Improves scRNA-seq Perturbation Response Modeling and Evaluation,Applications,Everything Else,5,10,open_or_public_signal,True,0,0,,0,False,True,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=XsrXLPxBJw,2506.22641
2026-07-29T01:40:39+00:00,qs9lQluekx,Nested birth-death processes are competitive with neural networks as time-dependent models of protein evolution,Applications,Everything Else,0,0,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,1,1,1,1,0,0,1,latticetower,https://openreview.net/forum?id=qs9lQluekx,
2026-07-29T01:40:39+00:00,gXTtBRI1yj,NeurIPS: Neuro-anatomical Inductive Priors for Sphere-based Brain Decoding,Applications,Neuroscience Cognitive Science,5,10,open_or_public_signal,False,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=gXTtBRI1yj,2605.24993
2026-07-29T01:40:39+00:00,g7aJFiF0sH,NeurOCNN: A Neural-Operator-Based Model for Physiological Time Series,Applications,Time Series,0,0,open_or_public_signal,False,1,1,Idsl-group/NeurOCNN,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=g7aJFiF0sH,
2026-07-29T01:40:39+00:00,pFweJM4Uw8,NeuroCLUS: A Foundation Model with Functional Clustering for Intracranial Neural Decoding,Applications,Neuroscience Cognitive Science,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=pFweJM4Uw8,
2026-07-29T01:40:39+00:00,ZK3h2ENA67,NeuronCtrl: Geometry-Aware Safe Closed-Loop Generative Control for Neuronal Microenvironment Dynamics,Applications,Neuroscience Cognitive Science,0,4,open_or_public_signal,True,1,1,HowieHsu0126/NeuronControl,0,True,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=ZK3h2ENA67,
2026-07-29T01:40:39+00:00,guBK9kwmEL,No Data? No Problem: Robust Vision-Tabular Learning with Missing Values,Applications,Health Medicine,5,10,open_or_public_signal,True,1,1,marteczkah/RoVTL,0,False,True,True,False,False,False,2,2,2,4,0,0,6,Yashp2003;LucasBeziers,https://openreview.net/forum?id=guBK9kwmEL,2512.19602
2026-07-29T01:40:39+00:00,Xwxz41eYE6,Normalization-equivariant Diffusion Models: Learning Posterior Samplers From Noisy And Partial Measurements,Applications,Computer Vision,6,12,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=Xwxz41eYE6,2510.11964
2026-07-29T01:40:39+00:00,pd6GY2x8FG,ORBIT: A Prognostic World Model for Ocular Reasoning Based on Imagined Trajectories,Applications,Health Medicine,0,4,open_or_public_signal,True,0,0,,0,False,False,True,False,False,False,0,0,0,0,0,0,0,,https://openreview.net/forum?id=pd6GY2x8FG,
