checked_at,orid,title,kind,url,final_url,http_status,github_repo,hf_kind
2026-07-29T01:40:39+00:00,Ee4j4zMir5,KAST-BAR: Knowledge-Anchored Semantically-Dynamic Topology Brain Autoregressive Modeling for Universal Neural Interpretation,github_repo,https://github.com/KAST-BAR/KAST-BAR,https://github.com/KAST-BAR/KAST-BAR,,KAST-BAR/KAST-BAR,
2026-07-29T01:40:39+00:00,JheeAwquCb,"Universal Reasoner: A Single, Composable Plug-and-Play Reasoner for Frozen LLMs",github_repo,https://github.com/hangeol/UniR,https://github.com/hangeol/UniR,,hangeol/UniR,
2026-07-29T01:40:39+00:00,gPxxn38tAK,Insertion Based Sequence Generation with Learnable Order Dynamics,github_repo,https://github.com/dhruvdcoder/LoFlexMDM,https://github.com/dhruvdcoder/LoFlexMDM,,dhruvdcoder/LoFlexMDM,
2026-07-29T01:40:39+00:00,4oZDo5v9zt,VT-Bench: A Unified Benchmark for Visual-Tabular Multi-Modal Learning,github_repo,https://github.com/LAMDA-NeSy/VT-Bench,https://github.com/LAMDA-NeSy/VT-Bench,,LAMDA-NeSy/VT-Bench,
2026-07-29T01:40:39+00:00,sY418Hdtrw,Furina: Fragmented Uncertainty-Driven Refusal Instability Attack,github_repo,https://github.com/0xCavaliers/Furina_Jailbreak,https://github.com/0xCavaliers/Furina_Jailbreak,,0xCavaliers/Furina_Jailbreak,
2026-07-29T01:40:39+00:00,QpjtK65JHO,HypoSpace: A Diagnostic Benchmark for Set-Valued Hypothesis Generation under Underdetermination and Sublinear Coverage Bounds,github_repo,https://github.com/CTT-Pavilion/_HypoSpace,https://github.com/CTT-Pavilion/_HypoSpace,,CTT-Pavilion/_HypoSpace,
2026-07-29T01:40:39+00:00,g9J8AyE0xy,STRIDE: Post-Training LLMs to Reason and Refine Bio-Sequences via Edit Trajectories,github_repo,https://github.com/daiheng-zhang/STRIDE,https://github.com/daiheng-zhang/STRIDE,,daiheng-zhang/STRIDE,
2026-07-29T01:40:39+00:00,EAH54wIQNb,Unison: Benchmarking Unified Multimodal Models via Synergistic Understanding and Generation,github_repo,https://github.com/FudanCVL/Unison,https://github.com/FudanCVL/Unison,,FudanCVL/Unison,
2026-07-29T01:40:39+00:00,coHiGZOFtS,VenusBench-Mobile: A Challenging and User-Centric Benchmark for Mobile GUI Agents with Capability Diagnostics,github_repo,https://github.com/inclusionAI/UI-Venus/tree/VenusBench-Mobile,https://github.com/inclusionAI/UI-Venus/tree/VenusBench-Mobile,,inclusionAI/UI-Venus,
2026-07-29T01:40:39+00:00,5JUrQ67tYL,Deliberate Evolution:  Agentic Reasoning for Sample-Efficient Symbolic Regression with LLMs,github_repo,https://github.com/Xinyu-Pang/Deliberate-Evolution,https://github.com/Xinyu-Pang/Deliberate-Evolution,,Xinyu-Pang/Deliberate-Evolution,
2026-07-29T01:40:39+00:00,NiHC3GlPQU,EDCO: Dynamic Curriculum Orchestration for Domain-specific Large Language Model Fine-tuning,github_repo,https://github.com/GTS-AIData/EDCO,https://github.com/GTS-AIData/EDCO,,GTS-AIData/EDCO,
2026-07-29T01:40:39+00:00,Cdi2lBTm3M,MacroGuide: Topological Guidance for Macrocycle Generation,github_repo,https://github.com/ala1705/MacroGuide,https://github.com/ala1705/MacroGuide,,ala1705/MacroGuide,
2026-07-29T01:40:39+00:00,6ojsIliNF0,Surgery: Mitigating Harmful  Fine-Tuning for Large Language Models via Attention Sink,github_repo,https://github.com/Lslland/Surgery,https://github.com/Lslland/Surgery,,Lslland/Surgery,
2026-07-29T01:40:39+00:00,Hvyp5t9Bp8,UniCode: Augmenting Evaluation for Code Reasoning,github_repo,https://github.com/grandsmile/UniCode,https://github.com/grandsmile/UniCode,,grandsmile/UniCode,
2026-07-29T01:40:39+00:00,5yXKRaNI2R,Calibrating Generative Models to Distributional Constraints,github_repo,https://github.com/smithhenryd/cgm,https://github.com/smithhenryd/cgm,,smithhenryd/cgm,
2026-07-29T01:40:39+00:00,o4TAPjQnI6,Bio-Inspired Self-Supervised Learning for Wrist-worn Accelerometer Data,external_url,https://prithvitarale.github.io/biopm-site/,https://prithvitarale.github.io/biopm-site/,,,
2026-07-29T01:40:39+00:00,NUDNFusCDu,Training-Free Adversarial Robustness in Computational MRI,github_repo,https://github.com/MahdiSaberii/CycMit-MRI,https://github.com/MahdiSaberii/CycMit-MRI,,MahdiSaberii/CycMit-MRI,
2026-07-29T01:40:39+00:00,tSZaHvpxCd,Gradient-Based Causal Tree Ensembles: A Backbone Architecture for Heterogeneous Treatment Effects,github_repo,https://github.com/ysk-kano/GRACE,https://github.com/ysk-kano/GRACE,,ysk-kano/GRACE,
2026-07-29T01:40:39+00:00,oaMuJPfDUS,From Holo Pockets to Electron Density: GPT-style Drug Design with Density,external_url,https://jiahaochen1.github.io/EDMolGPT_Page/,https://jiahaochen1.github.io/EDMolGPT_Page/,,,
2026-07-29T01:40:39+00:00,Zdx1hFJarp,SurrogateSHAP: Training-Free Contributor Attribution for Text-to-Image (T2I) Models,external_url,https://anonymous.4open.science/r/CFG-Attribution-15DD/,https://anonymous.4open.science/r/CFG-Attribution-15DD/,,,
2026-07-29T01:40:39+00:00,Qr8Zvwoi88,BESPOKE: Benchmark for Search-Augmented Large Language Model Personalization via Diagnostic Feedback,external_url,https://github,https://github,,,
2026-07-29T01:40:39+00:00,vL1xAHOUmd,MM-Snowball: Evaluating and Mitigating Hallucination Snowballing in Multimodal Multi-Turn Dialogue,external_url,https://frenkie-chiang.github.io/MM-Snowball,https://frenkie-chiang.github.io/MM-Snowball,,,
2026-07-29T01:40:39+00:00,JOy3UmERXS,V1: Unifying Generation and Self-Verification for Parallel Reasoners,external_url,https://harmandotpy.github.io/v1-verification/,https://harmandotpy.github.io/v1-verification/,,,
2026-07-29T01:40:39+00:00,2azIa9tfl3,Optimizing Rank for High-Fidelity Implicit Neural Representations,external_url,https://rank-inrs.github.io/,https://rank-inrs.github.io/,,,
2026-07-29T01:40:39+00:00,4F4Ziv1d9G,ProConMV: Provenance-Enabled Conceptual Framework for Interpretable Multi-View Diabetic Retinopathy Diagnosis,github_repo,https://github.com/SoY0ung/ProConMV,https://github.com/SoY0ung/ProConMV,,SoY0ung/ProConMV,
2026-07-29T01:40:39+00:00,taH7v2Qy8M,Diversity Over Frequency: Rethinking Tool Use in Visual Chain-of-Thought Agents,external_url,https://scaffolded-exploration.github.io,https://scaffolded-exploration.github.io,,,
2026-07-29T01:40:39+00:00,CPrSz9pqv7,Retro-Expert: Collaborative Reasoning for Interpretable Retrosynthesis,github_repo,https://github.com/MagixRab-ll/Retro-Expert,https://github.com/MagixRab-ll/Retro-Expert,,MagixRab-ll/Retro-Expert,
2026-07-29T01:40:39+00:00,SIZYrEf1a7,TextME: Bridging Unseen Modalities Through Text Descriptions,external_url,https://soyeonhh.github.io/TextME/,https://soyeonhh.github.io/TextME/,,,
2026-07-29T01:40:39+00:00,zvkcVWBmcF,AVI-Bench: Toward Human-like Audio-Visual Intelligence of Omni-MLLMs,external_url,https://fudancvl.github.io/AVI-Bench,https://fudancvl.github.io/AVI-Bench,,,
2026-07-29T01:40:39+00:00,Fy2HkFMYH6,SURF: Separation via Unsupervised Remixing Flow,external_url,https://google.github.io/df-conformer/surf/,https://google.github.io/df-conformer/surf/,,,
2026-07-29T01:40:39+00:00,M8eyUQldfx,OnePO: Direct One-stage Policy Optimization for SFT-free Domain Adaptation,github_repo,https://github.com/FreedomIntelligence/HuatuoGPT-3,https://github.com/FreedomIntelligence/HuatuoGPT-3,,FreedomIntelligence/HuatuoGPT-3,
2026-07-29T01:40:39+00:00,meeYr2XiW8,BEAR: Dissecting Embodied Abilities in Multimodal Language Models through Skill-level Evaluation and Diagnosis,external_url,https://bear-official66.github.io/,https://bear-official66.github.io/,,,
2026-07-29T01:40:39+00:00,6l8bvRoJZN,MuCO: Generative Peptide Cyclization Empowered by Multi-stage Conformation Optimization,github_repo,https://github.com/mianqiu00/MuCO,https://github.com/mianqiu00/MuCO,,mianqiu00/MuCO,
2026-07-29T01:40:39+00:00,tNn9bikyXZ,Darwinian Memory: A Training-Free Self-Regulating Memory System for GUI Agent Evolution,external_url,https://anonymous.4open.science/r/DMS-C48C,https://anonymous.4open.science/r/DMS-C48C,,,
2026-07-29T01:40:39+00:00,GoggYknNdN,Scalable Medical Multimodal Fusion via Symmetric Consistency Modeling,github_repo,https://github.com/gjhgjbkg/SMMF,https://github.com/gjhgjbkg/SMMF,,gjhgjbkg/SMMF,
2026-07-29T01:40:39+00:00,blowNYT1qn,Dissecting Causal Mechanism Shifts via FANS: Function And Noise Separation,github_repo,https://github.com/MLAI-Yonsei/FANS/,https://github.com/MLAI-Yonsei/FANS/,,MLAI-Yonsei/FANS,
2026-07-29T01:40:39+00:00,2qc3SXdpns,Cello: A Universal Cell-wise Feature Aggregation framework for  Reliable  Pathology Images Analysis,github_repo,https://github.com/HengruiLou/Cello,https://github.com/HengruiLou/Cello,,HengruiLou/Cello,
2026-07-29T01:40:39+00:00,Q0rAQZg9t5,Can VLMs Diagnose and Recover from VLA Manipulation Faults?,external_url,https://kakigo.github.io/VLA-FixBench/,https://kakigo.github.io/VLA-FixBench/,,,
2026-07-29T01:40:39+00:00,nfuGwj5rr5,"Seeing Without Understanding: Disentangling Perception, Reasoning, and Simulation in VLM Gameplay",github_repo,https://github.com/chillibeaver/PRS-Diag,https://github.com/chillibeaver/PRS-Diag,,chillibeaver/PRS-Diag,
2026-07-29T01:40:39+00:00,4HV8YpgiXL,ERGeoBench: A Comprehensive Benchmark for Embodied Reasoning and Geo-localization in Multimodal Large Language Models,external_url,https://kaixuewen.github.io/ERGeoBench/,https://kaixuewen.github.io/ERGeoBench/,,,
2026-07-29T01:40:39+00:00,TwMRZPkn4e,BioDynaSpec: Harmonic-Guided Spatio-Spectral Autoregressive Diffusion for Protein Dynamics Generation,github_repo,https://github.com/Linmj-Judy/BioDynaSpec.git,https://github.com/Linmj-Judy/BioDynaSpec.git,,Linmj-Judy/BioDynaSpec,
2026-07-29T01:40:39+00:00,CG4TVesbcR,Multi-Objective Protein Design via Memory-Aware Test-Time Scaling in Diffusion Models,github_repo,https://github.com/MingYangi/MoMST,https://github.com/MingYangi/MoMST,,MingYangi/MoMST,
2026-07-29T01:40:39+00:00,g7aJFiF0sH,NeurOCNN: A Neural-Operator-Based Model for Physiological Time Series,github_repo,https://github.com/Idsl-group/NeurOCNN,https://github.com/Idsl-group/NeurOCNN,,Idsl-group/NeurOCNN,
2026-07-29T01:40:39+00:00,MpYmjfXAnF,SCOUT: Active Information Foraging for Long-Text Understanding with Decoupled Epistemic States,external_url,https://xavierzhang2002.github.io/scout-page/,https://xavierzhang2002.github.io/scout-page/,,,
2026-07-29T01:40:39+00:00,88NO4CL9EQ,Escaping Whack-a-Mole: Optimizing Documentation as Repo-Specific Playbooks for Coding Agents,github_repo,https://github.com/ccsnow127/docsearch,https://github.com/ccsnow127/docsearch,,ccsnow127/docsearch,
2026-07-29T01:40:39+00:00,lXFl4K74gX,FairSSL: Fair Multimodal Self-Supervised Learning,github_repo,https://github.com/abtinmU/FairSSL,https://github.com/abtinmU/FairSSL,,abtinmU/FairSSL,
2026-07-29T01:40:39+00:00,cNplXlpf7r,Large-Scale Molecular Dynamics Simulations: Direct Interatomic Modeling with Dilated Message Passing,github_repo,https://github.com/WanyuGroup/ICML2026-DKMP,https://github.com/WanyuGroup/ICML2026-DKMP,,WanyuGroup/ICML2026-DKMP,
2026-07-29T01:40:39+00:00,EmTlis73i8,MCCE: A Framework for Multi-LLM Collaborative Search in Discrete Spaces with Similarity-Filtered Preference Learning,github_repo,https://github.com/lzz-z/MCCE,https://github.com/lzz-z/MCCE,,lzz-z/MCCE,
2026-07-29T01:40:39+00:00,vGnsSTcebc,Symbal: Detecting Systematic Misalignments in Model-Generated Captions,github_repo,https://github.com/Stanford-AIMI/Symbal,https://github.com/Stanford-AIMI/Symbal,,Stanford-AIMI/Symbal,
2026-07-29T01:40:39+00:00,IYSBJvVRTx,Geometric Flow Grounding: A Unified Manifold Decoupling Framework for Dynamics Discovery and Verification,github_repo,https://github.com/yuchang97/GFG-public,https://github.com/yuchang97/GFG-public,,yuchang97/GFG-public,
2026-07-29T01:40:39+00:00,p6gN6f8pdy,RetrOrchestrator: A Multi-Step Retrosynthesis Agent Dynamically Orchestrating Single-Step Transition Models,github_repo,https://github.com/ScottLiao920/verl-retro-agent,https://github.com/ScottLiao920/verl-retro-agent,,ScottLiao920/verl-retro-agent,
2026-07-29T01:40:39+00:00,ryO12fv5bJ,Controllable Molecule Generation via Sparse Representation Editing: An Interpretability-Driven Perspective,github_repo,https://github.com/WanyuGroup/ICML2026_SpaRE,https://github.com/WanyuGroup/ICML2026_SpaRE,,WanyuGroup/ICML2026_SpaRE,
