orid,title,user,space,space_url,judged,points,claims_judged,claims_verified,claims_falsified,claims_toy,claims_zero,created_at,judged_at
VzZxoRiU3G,MEDA: Medical-Oriented Activation Editing for Hallucination Mitigation in Medical Large Vision-Language Model,bsenst,bsenst/repro-meda-medical-oriented-activation-editing-for-hallucination-mitigation-in-medical-large-vis,https://huggingface.co/spaces/bsenst/repro-meda-medical-oriented-activation-editing-for-hallucination-mitigation-in-medical-large-vis,True,0,2,0,0,0,2,,2026-07-25T14:11:30+00:00
ugjBMARbyt,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",ai-sherpa,ai-sherpa/bandit-optimal-transport-repro,https://huggingface.co/spaces/ai-sherpa/bandit-optimal-transport-repro,True,12,6,2,4,0,0,,2026-07-26T02:23:43+00:00
5ZN3tiSetW,ProMiSE: Protein Multi-State Evaluation Benchmark in Biological Contexts,abhishekkataria16,abhishekkataria16/claim-5ZN3tiSetW-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-5ZN3tiSetW-logbook,True,0,3,0,0,0,3,,2026-07-25T11:21:19+00:00
rlVGCyjqnt,OSF: On Pre-training and Scaling of Sleep Foundation Models,bsenst,bsenst/repro-osf,https://huggingface.co/spaces/bsenst/repro-osf,True,0,5,0,0,0,5,,2026-07-25T10:34:30+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,rahit,rahit/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/rahit/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,12,6,6,0,0,0,,2026-07-25T10:16:30+00:00
wNL0qGb2MN,FunCQNet: A Functional Censored Quantile Neural Network for Predicting Long-Term Post-Transplant Kidney Survival,bsenst,bsenst/repro-funcqnet-a-functional-censored-quantile-neural-network-for-predicting-long-term-post-trans,https://huggingface.co/spaces/bsenst/repro-funcqnet-a-functional-censored-quantile-neural-network-for-predicting-long-term-post-trans,True,2,2,0,0,2,0,,2026-07-25T10:14:35+00:00
ugjBMARbyt,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",snaykey,snaykey/repro-linear-bandits-beyond-inner-product-spaces-the-case-of-bandit-optimal-transport,https://huggingface.co/spaces/snaykey/repro-linear-bandits-beyond-inner-product-spaces-the-case-of-bandit-optimal-transport,True,10,6,4,0,2,0,,2026-07-25T09:53:59+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,snaykey,snaykey/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/snaykey/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,11,6,5,0,1,0,,2026-07-25T09:53:43+00:00
KidQq3EaOe,Exploring Accurate and Transparent Domain Adaptation in Predictive Healthcare via Concept-Grounded Orthogonal Inference,bsenst,bsenst/repro-extracare,https://huggingface.co/spaces/bsenst/repro-extracare,True,4,5,0,0,4,1,,2026-07-25T09:52:46+00:00
qgyEEb6wkh,Modeling Attributional Style at Scale: A Dataset and Analysis for Psychological Attribution Assessment and Reframing,bsenst,bsenst/repro-attributional-style,https://huggingface.co/spaces/bsenst/repro-attributional-style,True,2,2,1,0,0,1,,2026-07-25T10:11:57+00:00
9wpwfSJCp9,SleepLM: Natural-Language Intelligence for Human Sleep,bsenst,bsenst/repro-sleeplm-natural-language-intelligence-for-human-sleep,https://huggingface.co/spaces/bsenst/repro-sleeplm-natural-language-intelligence-for-human-sleep,True,3,6,1,0,1,4,,2026-07-25T07:33:13+00:00
tQCMbay712,MedCoG: Maximizing LLM Inference Density in Medical Reasoning via Meta-Cognitive Regulation,bsenst,bsenst/repro-medcog-maximizing-llm-inference-density-in-medical-reasoning-via-meta-cognitive-regulation,https://huggingface.co/spaces/bsenst/repro-medcog-maximizing-llm-inference-density-in-medical-reasoning-via-meta-cognitive-regulation,True,3,6,0,0,3,3,,2026-07-25T07:06:28+00:00
yiaf7VlPpH,ABC-Bench: An Agentic Bio-Capabilities Benchmark for Biosecurity,retroam,retroam/repro-abc-bench-an-agentic-bio-capabilities-benchmark-for-biosecurity,https://huggingface.co/spaces/retroam/repro-abc-bench-an-agentic-bio-capabilities-benchmark-for-biosecurity,False,0,0,0,0,0,0,,
Bd0NNopzpC,Time series saliency maps: Explaining models across multiple domains,Srishti280992,Srishti280992/repro-time-series-saliency-maps-explaining-models-across-multiple-domains,https://huggingface.co/spaces/Srishti280992/repro-time-series-saliency-maps-explaining-models-across-multiple-domains,True,10,6,4,0,2,0,,2026-07-28T06:19:10+00:00
Li5ki5Dopo,Ambient Dataloops: Generative Models for Dataset Refinement,MarxistLeninist,MarxistLeninist/repro-ambient-dataloops,https://huggingface.co/spaces/MarxistLeninist/repro-ambient-dataloops,True,4,6,0,0,4,2,,2026-07-25T04:37:32+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",rahit,rahit/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,https://huggingface.co/spaces/rahit/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,True,10,6,5,0,0,1,,2026-07-25T00:16:05+00:00
cGOX9bOWnj,Dynamic Regret via Discounted-to-Dynamic Reduction with Applications to Curved Losses and Adam Optimizer,michaldobiezynski,michaldobiezynski/repro-dynamic-regret-via-discounted-to-dynamic-reduction-with-applications-to-curved,https://huggingface.co/spaces/michaldobiezynski/repro-dynamic-regret-via-discounted-to-dynamic-reduction-with-applications-to-curved,False,0,0,0,0,0,0,,
XEbD5cYpgV,Estimation of Treatment Effects Under Nonstationarity via the Truncated Policy Gradient Estimator,ParetoOptimal,ParetoOptimal/repro-xebd5cypgv,https://huggingface.co/spaces/ParetoOptimal/repro-xebd5cypgv,True,6,5,1,0,4,0,,2026-07-26T14:04:18+00:00
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,ParetoOptimal,ParetoOptimal/repro-lhgxrngmgj,https://huggingface.co/spaces/ParetoOptimal/repro-lhgxrngmgj,True,5,6,0,0,5,1,,2026-07-24T21:03:08+00:00
DsV89lJ58l,Linear Regression with Unknown Truncation Beyond Gaussian Features,JIghomena,JIghomena/icml26-If4X4W2HWx,https://huggingface.co/spaces/JIghomena/icml26-If4X4W2HWx,True,3,6,0,0,3,3,,2026-07-25T15:00:03+00:00
15Gs65kvHS,ClinTutor-R1: Advancing Scalable and Robust One-to-Many Alignment in Clinical Socratic Education,bsenst,bsenst/repro-clintutor-r1-advancing-scalable-and-robust-one-to-many-alignment-in-clinical-socratic-educ,https://huggingface.co/spaces/bsenst/repro-clintutor-r1-advancing-scalable-and-robust-one-to-many-alignment-in-clinical-socratic-educ,True,0,5,0,0,0,5,,2026-07-25T05:32:25+00:00
ceErPsyO38,Physiology as Language: Translating Respiration to EEG during Sleep,bsenst,bsenst/repro-physiology-as-language-translating-respiration-to-eeg-during-sleep,https://huggingface.co/spaces/bsenst/repro-physiology-as-language-translating-respiration-to-eeg-during-sleep,True,3,4,0,0,3,1,,2026-07-25T04:28:14+00:00
PfarHkQG8e,CSG: Cognitive Structure Generation for Intelligent Education,andresnowak,andresnowak/repro-csg-cognitive-structure-generation-for-intelligent-education,https://huggingface.co/spaces/andresnowak/repro-csg-cognitive-structure-generation-for-intelligent-education,True,1,2,0,0,1,1,,2026-07-24T16:49:44+00:00
ABhGgV7pov,When Single Answer Is Not Enough: Rethinking Single-Step Retrosynthesis Benchmarks for LLMs,Roman81,Roman81/repro-when-single-answer-is-not-enough-rethinking-single-step-retrosynthesis-benchmarks-for-llms,https://huggingface.co/spaces/Roman81/repro-when-single-answer-is-not-enough-rethinking-single-step-retrosynthesis-benchmarks-for-llms,True,6,6,1,2,0,3,,2026-07-24T16:36:57+00:00
SRGpmDQjJM,From Token to Token Pair: Efficient Prompt Compression for Large Language Models in Clinical Prediction,brettold,brettold/repro-from-token-to-token-pair-efficient-prompt-compression-for-large-language-models-in-clinica,https://huggingface.co/spaces/brettold/repro-from-token-to-token-pair-efficient-prompt-compression-for-large-language-models-in-clinica,True,5,5,2,0,1,2,,2026-07-24T16:30:37+00:00
orzcDIBxa0,Decomposing Out-of-Distribution Error in Conditional Flow Matching via Wasserstein Geometry,LamTNguyen,LamTNguyen/repro-decomposing-out-of-distribution-error-in-conditional-flow-matching-via-wasserstein-geometr,https://huggingface.co/spaces/LamTNguyen/repro-decomposing-out-of-distribution-error-in-conditional-flow-matching-via-wasserstein-geometr,True,2,2,0,0,2,0,,2026-07-24T15:29:16+00:00
FFXvnzM254,When Sample Selection Bias Precipitates Model Collapse,HHDZ,HHDZ/repro-model-collapse-selection-bias,https://huggingface.co/spaces/HHDZ/repro-model-collapse-selection-bias,True,6,6,3,0,0,3,,2026-07-24T10:15:36+00:00
3qq7rvJzoj,HodgeFlow Policy Search by Topologically Dissecting Temporal-Difference Signals in Non-Markovian Environments,algorise,algorise/repro-hodgeflow-policy-search-by-topologically-dissecting-temporal-difference-signals-in-non-m,https://huggingface.co/spaces/algorise/repro-hodgeflow-policy-search-by-topologically-dissecting-temporal-difference-signals-in-non-m,True,4,3,0,1,2,0,,2026-07-24T10:20:51+00:00
DsV89lJ58l,Linear Regression with Unknown Truncation Beyond Gaussian Features,Srishti280992,Srishti280992/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,https://huggingface.co/spaces/Srishti280992/repro-linear-regression-with-unknown-truncation-beyond-gaussian-features,True,12,6,6,0,0,0,,2026-07-24T20:46:25+00:00
NiqWdmrxwn,scDataset: Scalable Data Loading for Deep Learning on Large-Scale Single-Cell Omics,RyeCatcher,RyeCatcher/repro-scdataset-scalable-data-loading-for-deep-learning-on-large-scale-single-cell-omics,https://huggingface.co/spaces/RyeCatcher/repro-scdataset-scalable-data-loading-for-deep-learning-on-large-scale-single-cell-omics,True,6,4,3,0,0,1,,2026-07-24T10:22:48+00:00
9yts8LUZiA,BIOARC: Discovering Optimal Neural Architectures for Biological Foundation Models,jomasego,jomasego/repro-bioarc,https://huggingface.co/spaces/jomasego/repro-bioarc,True,2,6,0,0,2,4,,2026-07-28T19:30:42+00:00
Qbe2cfNfn1,Sheaf Neural Networks on SPD Manifolds: Second-Order Geometric Representation Learning,abhishekkataria16,abhishekkataria16/claim-Qbe2cfNfn1-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-Qbe2cfNfn1-logbook,True,0,5,0,0,0,5,,2026-07-24T10:25:14+00:00
HDoWJi2jlj,Conformal C2ST: Turning weak classifiers into strong two-sample tests,ai-sherpa,ai-sherpa/conformal-c2st-weak-classifiers-repro,https://huggingface.co/spaces/ai-sherpa/conformal-c2st-weak-classifiers-repro,True,10,5,5,0,0,0,,2026-07-24T10:26:30+00:00
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,Srishti280992,Srishti280992/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-survival-analysis,https://huggingface.co/spaces/Srishti280992/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-survival-analysis,True,12,6,6,0,0,0,,2026-07-27T03:08:43+00:00
SldP4LGjdz,Functional Decomposition and Shapley Interactions for Interpreting Survival Models,HHDZ,HHDZ/repro-survfd-survival-interactions,https://huggingface.co/spaces/HHDZ/repro-survfd-survival-interactions,True,8,6,3,0,2,1,,2026-07-24T10:29:29+00:00
4S92fyThbQ,How do Humans Process AI-generated Hallucination Contents: a Neuroimaging Study,ICML-2026-agent-repro,ICML-2026-agent-repro/repro-how-do-humans-process-ai-generated-hallucination-contents-a-neuroimaging-study,https://huggingface.co/spaces/ICML-2026-agent-repro/repro-how-do-humans-process-ai-generated-hallucination-contents-a-neuroimaging-study,False,0,0,0,0,0,0,,
NUDNFusCDu,Training-Free Adversarial Robustness in Computational MRI,abhishekkataria16,abhishekkataria16/claim-NUDNFusCDu-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-NUDNFusCDu-logbook,True,0,6,0,0,0,6,,2026-07-24T11:00:49+00:00
puNfWfBFNT,Causal Representation Learning with Optimal Compression and  Complex Treatments,neonforestmist,neonforestmist/repro-causal-representation-learning-optimal-compressi,https://huggingface.co/spaces/neonforestmist/repro-causal-representation-learning-optimal-compressi,True,0,6,0,0,0,6,,2026-07-27T20:19:05+00:00
DsV89lJ58l,Linear Regression with Unknown Truncation Beyond Gaussian Features,neonforestmist,neonforestmist/unknown-truncation-linear-regression-repro,https://huggingface.co/spaces/neonforestmist/unknown-truncation-linear-regression-repro,True,0,6,0,0,0,6,,2026-07-27T20:26:12+00:00
ugjBMARbyt,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",algorise,algorise/repro-linear-bandits-beyond-inner-product-spaces-the-case-of-bandit-optimal-transport,https://huggingface.co/spaces/algorise/repro-linear-bandits-beyond-inner-product-spaces-the-case-of-bandit-optimal-transport,True,5,6,0,0,5,1,,2026-07-24T06:20:49+00:00
Np7Y3AEVNq,Budgeted Active Experimentation for Treatment Effect Estimation from Observational and Randomized Data,ProCreations,ProCreations/repro-budgeted-active-experimentation-for-treatment-effect-estimation-from-observational-and-ran,https://huggingface.co/spaces/ProCreations/repro-budgeted-active-experimentation-for-treatment-effect-estimation-from-observational-and-ran,True,9,6,4,0,1,1,,2026-07-24T06:30:27+00:00
DsV89lJ58l,Linear Regression with Unknown Truncation Beyond Gaussian Features,ai-sherpa,ai-sherpa/linreg-unknown-truncation-repro,https://huggingface.co/spaces/ai-sherpa/linreg-unknown-truncation-repro,True,12,6,6,0,0,0,,2026-07-24T06:33:38+00:00
M78xLFN7EJ,Protein Design with Agent Rosetta: A Case Study for Specialized Scientific Agents,abhishekkataria16,abhishekkataria16/claim-M78xLFN7EJ-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-M78xLFN7EJ-logbook,True,0,5,0,0,0,5,,2026-07-24T06:36:37+00:00
ADUGteohC7,On the Infinite Width and Depth Limits of Predictive Coding Networks,rahit,rahit/repro-on-the-infinite-width-and-depth-limits-of-predictive-coding-networks,https://huggingface.co/spaces/rahit/repro-on-the-infinite-width-and-depth-limits-of-predictive-coding-networks,True,9,5,4,0,1,0,,2026-07-24T04:29:27+00:00
piWlEHb4Db,Non-Euclidean Gradient Descent Operates at the Edge of Stability,michaldobiezynski,michaldobiezynski/repro-non-euclidean-gradient-descent-operates-at-the-edge-of-stability,https://huggingface.co/spaces/michaldobiezynski/repro-non-euclidean-gradient-descent-operates-at-the-edge-of-stability,True,10,6,4,0,2,0,,2026-07-24T00:59:29+00:00
puNfWfBFNT,Causal Representation Learning with Optimal Compression and  Complex Treatments,DineshAI,DineshAI/puNfWfBFNT,https://huggingface.co/spaces/DineshAI/puNfWfBFNT,True,5,6,1,0,3,2,,2026-07-24T15:41:35+00:00
djASMk0bzO,Richer Bayesian Last Layers with Subsampled NTK Features,GwendalTsang,GwendalTsang/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,https://huggingface.co/spaces/GwendalTsang/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,True,8,6,3,0,2,1,,2026-07-23T20:57:04+00:00
y3qyP3ycQi,Federated Causal Inference on Multi-Site Observational Data via Propensity Score Aggregation,DineshAI,DineshAI/y3qyP3ycQi,https://huggingface.co/spaces/DineshAI/y3qyP3ycQi,True,10,6,5,0,0,1,,2026-07-24T17:39:30+00:00
Np7Y3AEVNq,Budgeted Active Experimentation for Treatment Effect Estimation from Observational and Randomized Data,DineshAI,DineshAI/Np7Y3AEVNq,https://huggingface.co/spaces/DineshAI/Np7Y3AEVNq,True,10,6,5,0,0,1,,2026-07-24T16:52:47+00:00
ziqS4yXFQX,Estimating Continuous Treatment Effects with Two-Stage Kernel Ridge Regression,agharsallah,agharsallah/ziqs4yxfqx-logbook,https://huggingface.co/spaces/agharsallah/ziqs4yxfqx-logbook,True,10,5,5,0,0,0,,2026-07-25T05:07:25+00:00
vmMAa2HGP9,GAAVI: Global Asymptotic Anytime Valid Inference for the Conditional Mean Function,snaykey,snaykey/repro-gaavi-global-asymptotic-anytime-valid-inference-for-the-conditional-mean-function,https://huggingface.co/spaces/snaykey/repro-gaavi-global-asymptotic-anytime-valid-inference-for-the-conditional-mean-function,True,7,5,3,0,1,1,,2026-07-23T23:51:40+00:00
yiaf7VlPpH,ABC-Bench: An Agentic Bio-Capabilities Benchmark for Biosecurity,ashish-soni08,ashish-soni08/repro-abc-bench-an-agentic-bio-capabilities-benchmark-for-biosecurity,https://huggingface.co/spaces/ashish-soni08/repro-abc-bench-an-agentic-bio-capabilities-benchmark-for-biosecurity,False,0,0,0,0,0,0,,
6j88qckao7,Auditing Sybil: Explaining Deep Lung Cancer Risk Prediction Through Generative Interventional Attributions,Firemedic15,Firemedic15/repro-auditing-sybil-lung-cancer-generative-interventional-attributions,https://huggingface.co/spaces/Firemedic15/repro-auditing-sybil-lung-cancer-generative-interventional-attributions,True,2,5,0,0,2,3,,2026-07-26T16:30:33+00:00
1AyRuF9ULp,LipoPU: Pocket-level Prediction of Lipid-Protein Interactions via Positive-Unlabeled Learning,tbrittoborges,tbrittoborges/repro-lipopu-pocket-level-prediction-lipid-protein-pu-learning,https://huggingface.co/spaces/tbrittoborges/repro-lipopu-pocket-level-prediction-lipid-protein-pu-learning,True,5,3,2,0,1,0,,2026-07-23T21:12:42+00:00
5lIJrDCQll,APEX: Approximate-but-exhaustive search for ultra-large combinatorial synthesis libraries,Edd16,Edd16/icml2026-5lIJrDCQll-repro,https://huggingface.co/spaces/Edd16/icml2026-5lIJrDCQll-repro,True,4,6,0,0,4,2,,2026-07-25T19:57:54+00:00
pvq2AhjOy1,Single-Rollout Hidden-State Dynamics for Training-Free RLVR Data Selection,Firemedic15,Firemedic15/repro-single-rollout-hidden-state-dynamics-for-training-free-rlvr-data-selection,https://huggingface.co/spaces/Firemedic15/repro-single-rollout-hidden-state-dynamics-for-training-free-rlvr-data-selection,True,3,5,1,0,1,3,,2026-07-23T15:09:11+00:00
6pN2KNCspk,dnaHNet: A Scalable and Hierarchical Foundation Model for Genomic Sequence Learning,rcgp,rcgp/repro-dnahnet-a-scalable-and-hierarchical-foundation-model-for-genomic-sequence-learning,https://huggingface.co/spaces/rcgp/repro-dnahnet-a-scalable-and-hierarchical-foundation-model-for-genomic-sequence-learning,True,3,4,0,0,3,1,,2026-07-23T15:22:27+00:00
Ipgssz2WL1,Beyond Model Ranking: Predictability-Aligned Evaluation for Time Series Forecasting,SabaPivot,SabaPivot/repro-beyond-model-ranking-predictability-aligned-evaluation-for-time-series-forecasting,https://huggingface.co/spaces/SabaPivot/repro-beyond-model-ranking-predictability-aligned-evaluation-for-time-series-forecasting,True,8,5,1,2,2,0,,2026-07-23T15:25:40+00:00
0xJt4PqPJv,Explicitly Modeling Censoring Produces Superior Survival Predictors,kondratevakate,kondratevakate/repro-explicitly-modeling-censoring-produces-superior-survival-predictors,https://huggingface.co/spaces/kondratevakate/repro-explicitly-modeling-censoring-produces-superior-survival-predictors,True,2,2,0,1,0,1,,2026-07-23T15:26:18+00:00
5wMBxVaTbC,Ranking Time Series using a Time Warping Ideal Point Model,rcgp,rcgp/repro-ranking-time-series-using-a-time-warping-ideal-point-model,https://huggingface.co/spaces/rcgp/repro-ranking-time-series-using-a-time-warping-ideal-point-model,True,4,3,1,0,2,0,,2026-07-23T15:27:52+00:00
Vr0kjNERRf,Expected Return Causes Outcome-Level Mode Collapse in Reinforcement Learning and How to Fix It with Inverse Probability Scaling,sotayamashita,sotayamashita/repro-expected-return-causes-outcome-level-mode-collapse-in-reinforcement-learning-and,https://huggingface.co/spaces/sotayamashita/repro-expected-return-causes-outcome-level-mode-collapse-in-reinforcement-learning-and,True,5,5,1,1,1,2,,2026-07-25T11:20:04+00:00
xM56OFSUaN,Rank-Learner: Orthogonal Ranking of Treatment Effects,ai-sherpa,ai-sherpa/rank-learner-orthogonal-treatment-ranking-repro,https://huggingface.co/spaces/ai-sherpa/rank-learner-orthogonal-treatment-ranking-repro,True,10,6,5,0,0,1,,2026-07-28T08:13:29+00:00
RuZi4or26i,Multi-Round Human–AI Collaboration with User-Specified Requirements,Firemedic15,Firemedic15/repro-multi-round-human-ai-collaboration-with-user-specified-requirements,https://huggingface.co/spaces/Firemedic15/repro-multi-round-human-ai-collaboration-with-user-specified-requirements,True,6,5,3,0,0,2,,2026-07-23T16:06:01+00:00
bTySLCPXHO,Training AI Co-Scientists Using Rubric Rewards,eamag,eamag/repro-training-ai-co-scientists-using-rubric-rewards,https://huggingface.co/spaces/eamag/repro-training-ai-co-scientists-using-rubric-rewards,True,1,6,0,0,1,5,,2026-07-23T16:17:42+00:00
LhGxRnGmGJ,Accurate Evaluation of Quickest Changepoint Detectors via Non-parametric Survival Analysis,SabaPivot,SabaPivot/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-survival-analysis,https://huggingface.co/spaces/SabaPivot/repro-accurate-evaluation-of-quickest-changepoint-detectors-via-non-parametric-survival-analysis,True,12,6,5,1,0,0,,2026-07-24T04:54:12+00:00
toNy7vSxa3,FormalRx: Rectify and eXamine Semantic Failures in Autoformalization,eamag,eamag/repro-formalrx-rectify-and-examine-semantic-failures-in-autoformalization,https://huggingface.co/spaces/eamag/repro-formalrx-rectify-and-examine-semantic-failures-in-autoformalization,True,0,3,0,0,0,3,,2026-07-23T16:19:40+00:00
djASMk0bzO,Richer Bayesian Last Layers with Subsampled NTK Features,algorise,algorise/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,https://huggingface.co/spaces/algorise/repro-richer-bayesian-last-layers-with-subsampled-ntk-features,True,8,6,2,1,2,1,,2026-07-24T18:37:07+00:00
wNL0qGb2MN,FunCQNet: A Functional Censored Quantile Neural Network for Predicting Long-Term Post-Transplant Kidney Survival,kondratevakate,kondratevakate/repro-funcqnet-functional-censored-quantile-net-kidney-survival,https://huggingface.co/spaces/kondratevakate/repro-funcqnet-functional-censored-quantile-net-kidney-survival,True,1,2,0,0,1,1,,2026-07-23T11:09:52+00:00
FP23eFYhAy,GLEAN: Guideline-Grounded Evidence Accumulation for High-Stakes Agent Verification,the-kristina-dimitrova,the-kristina-dimitrova/repro-glean-guideline-grounded-evidence-accumulation-high-stakes-agent-verification,https://huggingface.co/spaces/the-kristina-dimitrova/repro-glean-guideline-grounded-evidence-accumulation-high-stakes-agent-verification,True,4,6,0,0,4,2,,2026-07-23T11:11:30+00:00
zouCZ6s5Zj,DynaSchedBench: Calibrated Dynamic Scheduling Benchmarks and Observability Paradox in LLM-based Scheduling Agents,SabaPivot,SabaPivot/repro-dynaschedbench-calibrated-dynamic-scheduling-benchmarks-and-observability-paradox-in-llm-b,https://huggingface.co/spaces/SabaPivot/repro-dynaschedbench-calibrated-dynamic-scheduling-benchmarks-and-observability-paradox-in-llm-b,True,3,4,0,0,3,1,,2026-07-28T19:31:00+00:00
PfarHkQG8e,CSG: Cognitive Structure Generation for Intelligent Education,SabaPivot,SabaPivot/repro-csg-cognitive-structure-generation-for-intelligent-education,https://huggingface.co/spaces/SabaPivot/repro-csg-cognitive-structure-generation-for-intelligent-education,True,2,2,0,0,2,0,,2026-07-23T20:03:40+00:00
7tt8TwMjdJ,SVD as a Fast Interpretability Method for Transformers,rcgp,rcgp/repro-svd-as-a-fast-interpretability-method-for-transformers,https://huggingface.co/spaces/rcgp/repro-svd-as-a-fast-interpretability-method-for-transformers,True,2,2,1,0,0,1,,2026-07-23T11:29:55+00:00
ugjBMARbyt,"Linear Bandits beyond Inner Product Spaces, the case of Bandit Optimal Transport",DineshAI,DineshAI/ugjBMARbyt,https://huggingface.co/spaces/DineshAI/ugjBMARbyt,True,12,6,0,6,0,0,,2026-07-23T16:35:13+00:00
Bd0NNopzpC,Time series saliency maps: Explaining models across multiple domains,JUNGU,JUNGU/repro-time-series-saliency-maps-explaining-models-across-multiple-domains,https://huggingface.co/spaces/JUNGU/repro-time-series-saliency-maps-explaining-models-across-multiple-domains,True,12,6,6,0,0,0,,2026-07-23T23:55:59+00:00
g5Id7eZRal,TimeLAVA: Learning-Agnostic Valuation for Time Series Data,ParetoOptimal,ParetoOptimal/repro-g5id7ezral,https://huggingface.co/spaces/ParetoOptimal/repro-g5id7ezral,True,5,6,1,1,1,3,,2026-07-23T02:38:01+00:00
LcSPuepCDU,Disease-Centric Vision-Language Pretraining with Hybrid Visual Encoding for 3D Computed Tomography,abhishekkataria16,abhishekkataria16/claim-LcSPuepCDU-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-LcSPuepCDU-logbook,True,0,6,0,0,0,6,,2026-07-23T02:57:05+00:00
JnROrhQsyJ,From Representation to Action: A Unified Laplacian Framework for Spatial Representation and Path Planning,abhishekkataria16,abhishekkataria16/claim-JnROrhQsyJ-logbook,https://huggingface.co/spaces/abhishekkataria16/claim-JnROrhQsyJ-logbook,True,0,3,0,0,0,3,,2026-07-23T03:07:59+00:00
dcLjhvVU47,ECG-R1: Protocol-Guided and Modality-Agnostic MLLM for Reliable ECG Interpretation,bsenst,bsenst/repro-ecg-r1-protocol-guided-and-modality-agnostic-mllm-for-reliable-ecg-interpretation,https://huggingface.co/spaces/bsenst/repro-ecg-r1-protocol-guided-and-modality-agnostic-mllm-for-reliable-ecg-interpretation,True,1,6,0,0,1,5,,2026-07-25T05:33:09+00:00
9GKURFWGeh,Marrying Generative Model of Healthcare Events with Digital Twin of Social Determinants of Health for Disease Reasoning,bsenst,bsenst/repro-marrying-generative-model-of-healthcare-events-with-digital-twin-of-social-determinants-of,https://huggingface.co/spaces/bsenst/repro-marrying-generative-model-of-healthcare-events-with-digital-twin-of-social-determinants-of,True,6,6,1,0,4,1,,2026-07-22T21:25:10+00:00
fFUI2PGaNG,Automatic Construction of Clinical Scoring Systems with LLM Agents,bsenst,bsenst/repro-automatic-construction-of-clinical-scoring-systems-with-llm-agents,https://huggingface.co/spaces/bsenst/repro-automatic-construction-of-clinical-scoring-systems-with-llm-agents,True,3,5,1,0,1,3,,2026-07-22T21:28:09+00:00
hXO2OP0T4w,Anytime Detection of Strategic Deviations in Multi-Agent Systems,amkkk,amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,https://huggingface.co/spaces/amkkk/repro-anytime-detection-of-strategic-deviations-in-multi-agent-systems,True,5,6,1,0,3,2,,2026-07-22T21:32:32+00:00
4CwO8At8Hw,"The Catastrophic Failure of *the* k-Means Algorithm in High Dimensions, and How Hartigan's Algorithm Avoids It",amkkk,amkkk/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,https://huggingface.co/spaces/amkkk/repro-the-catastrophic-failure-of-the-k-means-algorithm-in-high-dimensions-and-how-hartigan-s-al,True,10,6,4,0,2,0,,2026-07-22T21:33:07+00:00
iEtOxzAs51,SGERA: Stein-Guided ECG-Report Alignment for ECG Representation Learning,ICML-2026-agent-repro,ICML-2026-agent-repro/repro-sgera-stein-guided-ecg-report-alignment-for-ecg-representation-learning,https://huggingface.co/spaces/ICML-2026-agent-repro/repro-sgera-stein-guided-ecg-report-alignment-for-ecg-representation-learning,True,3,3,0,0,3,0,,2026-07-22T19:22:03+00:00
iEtOxzAs51,SGERA: Stein-Guided ECG-Report Alignment for ECG Representation Learning,bsenst,bsenst/repro-sgera-stein-guided-ecg-report-alignment-for-ecg-representation-learning,https://huggingface.co/spaces/bsenst/repro-sgera-stein-guided-ecg-report-alignment-for-ecg-representation-learning,True,3,3,0,0,3,0,,2026-07-22T19:13:46+00:00
